IBU,alcohol,country,detail,image,importer,name_en,name_ko,producers_en,producers_ko,style_en,style_ko
-,5.1도,독일,"탁한 오렌지 빛을 가지고 있으며 밀맥주 특유의 꽃향과 세콤한 향을 느낄 수 있다. 입안에서 부드럽게 넘어가는 목넘김을 가지고 있으며 바닐라 및 달콤한 풍미를 가볍게 즐길 수 있는 맥주이다.  
병 500㎖  2,500원  베스트바이엔베버리지
",https://www.wine21.com/img/WINE_MST/TITLE/0501000/W0501004.jpg?342039,베스트바이엔베버리지,Karlsbrau Weizen,칼스브로어 바이젠,Karlsberg Brauerei,칼스버그 브라우어하이,Weizen,바이젠
-,8.5도,이탈리아,"탁한 황금색 (구리색)을 띠며 새콤한 시트러스 계열의 향과 함께 달콤한 카라멜과 설탕, 허브향 및 유칼립투스 향이 느껴진다. 입안에서는 달콤함과 함께 허브 그리고 약간의 오렌지 뉘앙스를 맛볼 수 있다.  
병 750㎖  -  케이앤알 코리아
",https://www.wine21.com/img/WINE_MST/TITLE/0501000/W0501005.jpg?370745,케이앤알 코리아,Tre Fontane Tripel,트레 폰타나 트리펠,Abbazia Tre Fontane,아바치아 트레 폰타네,Tripel,트리펠
-,4.8도,이탈리아,"엷은 황금색을 띠며 벌꿀 혹은 밀랍과 같은 향을 느낄 수 있다. 입안에서는 오렌지 아로마 풍미와  함께 씁쓸함과 단맛이 조화를 이루는 가볍고 깔끔한 맥주이다.  
병 330㎖  10,000원  지에프비노
",https://www.wine21.com/img/WINE_MST/TITLE/0501000/W0501006.jpg?468653,지에프비노,Menabrea Pale Lager,메나브레아 페일 라거,Menabrea,메나브레아,Lager,라거
-,5도,이탈리아,"붉은색은 띠며 벌꿀 혹은 밀랍과 같은 향을 느낄 수 있다. 입안에서는 풍부한 몰트 향의 조화가 부드러우며, 캐러맬 향과 맛의 밸런스가 좋은 맥주이다.  
병 330㎖  12,000원  지에프비노
",https://www.wine21.com/img/WINE_MST/TITLE/0501000/W0501007.jpg?535110,지에프비노,Menabrea Amber Lager ,메나브레아 앰버 라거,Menabrea,메나브레아,Lager,라거
-,3.5도,이탈리아,"황금색을 띠며 부드러운 홉 향기를 느낄 수 있다. 입안에서는 약간의 씁쓸한 맛과 알코올이 느껴지지 않을 만큼 부드럽고 약간의 달콤함도 느낄 수 있는 맥주이다.  
병 750㎖  38,000원  지에프비노
",https://www.wine21.com/img/WINE_MST/TITLE/0501000/W0501008.jpg?561630,지에프비노,Menabrea Top 35 Light Lager,메나브레아 탑35 라이트 라거,Menabrea,메나브레아,Lager,라거
-,5도,오스트리아,"알프스 자생 허브인 민트와 엘더플라워의 향이 코끝으로부터 상쾌하게 전해지는 밀맥주이다. 헤페바이젠 특유의 황금빛 색을 띠며, 알스프의 눈과 같이 소복한 거품이 오래도록 남는다. 알핀 허브의 향에 끌려, 한 모금 머금고 나면, 오래도록 그 향이 입안에서 남아 있으며, 마지막 목넘김에 특유의 스위트한 끝맛이 무척이나 싱그럽게 남는 맥주이다.  
병 330㎖  4,000 ~ 5,000원  리커앤조이
",https://www.wine21.com/img/WINE_MST/TITLE/0501000/W0501009.jpg?702119,리커앤조이,Edelweiss Snowfresh,에델바이스 스노우프레쉬,Baru Union,브라우 유니언,Wheat Beer,위트 비어
-,5.2도,영국,"홉 고블린은은 전반적으로 과실 느낌의 향이 살아 있다. 홉 특유의 쌉싸름하며 크리미한 쓴 맛과 목넘김의 달콤한 풍미가 가장 조화롭게 블렌딩된 에일 맥주이다. 모든 종류의 스테이크와 쏘세지, 혹은 로스팅된 야채류들과 환상적으로 어울린다.  
병 330㎖  5,000 ~ 6,000원  리커앤조이
",https://www.wine21.com/img/WINE_MST/TITLE/0501000/W0501010.jpg?588918,리커앤조이,Hobgoblin,홉고블린,Wychwood,위치우드,Ale,에일
-,4.5도,영국,"여섯 가지의 개성 강한 홉들이 환상적으로 어우러져 빚어 진 황금색 컬러의 전형적인 골든 에일이다.개성있는 홉들과 밀과 같은 원재료가 표현하는 조화로움은 코끝으로 오래 전해진다. 홉의 싱그러운 향과 입안가득 느껴지는 몰트향, 그리고 깊은 숲속 야생 gooseberry의 시트러스한 상쾌함이 놀랍도록 인상적인 맥주이다. 에일의 가장 기본적인 캐릭터를 모두 표현해 내는 보기드문 골든 에일이다.  
병 330㎖  5,000 ~ 6,000원  리커앤조이
",https://www.wine21.com/img/WINE_MST/TITLE/0501000/W0501011.jpg?764542,리커앤조이,Hobgoblin Gold,홉고블린 골드,Wychwood,위치우드,Golden Ale,골든 에일
-,3.8도,벨기에,"라즈베리, 체리, 빌베리, 엘더베리, 스트로우베리 등 각종 야생 베리류를 블랜딩하여 빚어 낸 람빅 맥주로, 공중에 부유하는 야생 효모와 18개월 이상의 오랜 숙성시간을 들여 빚어 낸 맥주이다. 야생 베리류들이 전하는 상큼하고 싱그러운 풍취는 첫모금에서 마지막 목넘김까지 오래도록 입안에 남아 있으며, 가벼운 탄산이 오래 유지됩니다.  
병 250㎖  5,500 ~ 6,500원  리커앤조이
",https://www.wine21.com/img/WINE_MST/TITLE/0501000/W0501012.jpg?952460,리커앤조이,Liefmans Fruitesse,리프만스 프루트제,Liefmans Brewery,리프만스 브루어리,Lambic,람빅
-,6도,벨기에,"시간과 블랜딩의 완성작인 Liefmans Kriek Brut는 일년에 단 한번, 오직 7월에만 생산되는 정통 크릭으로, 최고 품질의 신선한 체리를 선별하여 블렌딩한 후, 전통적인 '시간에 의한 숙성'의 일환으로 18개월에서 3년에 걸쳐 자연 숙성의 시간을 가진다. 이 기간에 100리터당 약 13키로에 달하는 신선한 체리와 함께 1년여의 숙성 시간을 지난 후에야 전통 크릭인 부드럽고 성숙한 맥주로 탄생되어 지며, 이를 Oud Bruin이라고 부릅니다. 오랫동안 숙성이 되어 성숙한 상태의 맥주인, Oud Bruin을 다른 빈티지들과 블렌딩을 하여 마침내, 최종적으로 '복합적이고 깊은 맛을 내는 에일과, 시큼하면서도 스위티한 맛의 완벽한 조화 그리고, 강렬한 체리의 향과 탄산이 어우러진 맛'을 탄생시킨다.  
병 750㎖  19,000 ~ 20,000원  리커앤조이
",https://www.wine21.com/img/WINE_MST/TITLE/0501000/W0501013.jpg?049316,리커앤조이,Liefmans Kriek Brut,리프만스 크릭 브루,Liefmans Brewery,리프만스 브루어리,Kriek,크릭
12,5도,대한민국,"담백한 맛과 특유의 꽃향기를 가지고 있는 맥주로 목넘김 이후 허브맛이 기분 좋게 입가에 남는 맥주이다.  
캔 355㎖  5,000원  화수 브루어리
",https://www.wine21.com/img/WINE_MST/TITLE/0501000/W0501018.jpg?329090,화수 브루어리,Whasoo Brewery Weizen,화수 브루어리 바이젠,Whasoo Brewery,화수브루어리,Wheat Beer,위트 비어
19,5도,대한민국,"상면발효 효모를 사용하지만 저온발효하여 라거와 같은 청량감 느낄 수 있다. 13년간 맥을 이어온 울산 화수브루어리의 대표적인 맥주로서 유럽산 몰트의 풍미와 화사한 꽃향의 홉, 그리고 시원한 목넘김이 특징이다. 에일과 라거의 장점만을 모은 조화로운 맥주라 할 수 있다.  
캔 355㎖  5,000원  화수 브루어리
",https://www.wine21.com/img/WINE_MST/TITLE/0501000/W0501019.jpg?403850,화수 브루어리,Whasoo Brewery Koelsch,화수 브루어리 켈슈,Whasoo Brewery,화수브루어리,Ale,에일
30,5도,대한민국,"고흥에서 생산되고 선별된 유자만을 직접 넣어 만든 맥주이다. 인위적이거나 지나치게 강한 향이 나지 않도록 밸런스에 중점을 두어 양조했고 신선한 유자향과 은은하게 느껴지는 미국식 홉 향이 특징이다.  
캔 355㎖  5,000원  화수 브루어리
",https://www.wine21.com/img/WINE_MST/TITLE/0501000/W0501021.jpg?377048,화수 브루어리,Whasoo Brewery Yuza Pale Ale,화수 브루어리 유자 페일 에일,Whasoo Brewery,화수브루어리,Pale Ale,페일 에일
28,5도,대한민국,"짙은 브라운 색을 띠며 견과류와 카라멜 같은 깊은 몰트의 풍미가 일품이다. 영국식 효모 홉을 사용하여 정통 영국 스타일의 비터를 재현했으며 달콤함과 쌉싸름함이 조화롭게 어우러진다. 자극적인 미국식 홉에 질렸다면 점잖고 중후한 알트를 추천 한다.  
캔 355㎖  5,000원  화수 브루어리
",https://www.wine21.com/img/WINE_MST/TITLE/0501000/W0501020.jpg?430407,화수 브루어리,Whasoo Brewery ALT,화수 브루어리 알트,Whasoo Brewery,화수브루어리,Pale Ale,페일 에일
43,5도,대한민국,"감귤류의 향과 강렬한 비터가 특징인 미국식 IPA에서 영감을 얻었으나 한국 취향에 맞춰 쓴맛은 자제하면서도 특유의 강렬한 홉 향을 그대로 재현하였다. 다소 거칠고 강한 기존의 IPA에 거부감이 있는 입문자들이나 쓴 맥주를 싫어하는 여성들에게 취향저격 할 맥주이다.  
캔 355㎖  6,000원  화수 브루어리
",https://www.wine21.com/img/WINE_MST/TITLE/0501000/W0501022.jpg?463061,화수 브루어리,Whasoo Brewery Yellow India Pale Ale,화수 브루어리 옐로우 인디아 페일 에일,Whasoo Brewery,화수브루어리,India Pale Ale(IPA),인디아 페일 에일
-,5.4도,독일,"은은한 레몬향과 달콤한 바나나향의 정통 바이에른식 밀맥주이다. 풍부한 밀 몰트의 바디감과 크리미한 거품이 장점으로 피니쉬의 상큼함은 함께 즐기는 음식의 궁합을 높여 준다.  
병 500㎖  4,980원  포에스리커
",https://www.wine21.com/img/WINE_MST/TITLE/0501000/W0501027.jpg?677175,포에스리커,Huber Weisses Original,후버 바이세스 오리지널,Hofbrauhaus Freising,호프브로이하우스 프라이징,Hefeweizen,헤페바이젠
53,6.3도,대한민국,"화사하다는 표현이 딱인 맥주로 프루티한 열대과일의 향, 꽃 향이 초반부터 입안에서 터진다. 호피한 쓴맛과 더불어 단단하게 자리잡은 몰트가 뒤에서 탄탄하게 받쳐주는 덕에 적절하게 밸런스를 유지한다. 쓰기만 한 맥주가 아니라 향긋한 홉내음이 작렬하면서도 음용성이 높은 맛있는 IPA 맥주이다.  
캔 355㎖  6,000원  화수 브루어리
",https://www.wine21.com/img/WINE_MST/TITLE/0501000/W0501023.jpg?544828,화수 브루어리,Whasoo Brewery Red Eye India Pale Ale,화수 브루어리 레드 아이 인디아 페일 에일,Whasoo Brewery,화수브루어리,India Pale Ale(IPA),인디아 페일 에일
58,7.5도,대한민국,"6가지 홉과 10종이 넘는 몰트의 배합으로 설계된 정통 러시안 임페리얼 스타우트이다. 달콤한 바닐라향, 흡사 커피나 다크초콜릿과 같은 진항 풍미 그리고 풀바디의 크리미한 텍스쳐로 기존 스타우트와는 비교를 거부하는 화수브루어리 최강 맥주라 할 수 있다.  
캔 355㎖  8,000원  화수 브루어리
",https://www.wine21.com/img/WINE_MST/TITLE/0501000/W0501024.jpg?575140,화수 브루어리,Whasoo Brewery Stout,화수 브루어리 스타우트,Whasoo Brewery,화수브루어리,Stout,스타우트
62,8도,대한민국,"묵직한 바디에 체리와 건포도, 초콜릿 아로마가 적절히 감싼 맛을 보여준다. 알콜감과 비터가 입속에서 사라질 때 쯤 와인을 마신 듯한 깔끔하고 기분 좋은 피니쉬를 선사한다.  
캔 355㎖  8,000원  화수 브루어리
",https://www.wine21.com/img/WINE_MST/TITLE/0501000/W0501025.jpg?800728,화수 브루어리,Whasoo Brewery Kamol Imperial Porter,화수 브루어리 커멀 임페리얼 포터,Whasoo Brewery,화수브루어리,Porter,포터
-,5.4도,독일,"은은한 레몬향과 달콤한 바나나향의 정통 바이에른식 밀맥주이다. 풍부한 밀 몰트의 바디감과 크리미한 거품이 장점으로 피니쉬의 상큼함은 함께 즐기는 음식의 궁합을 높여 준다.  
캔 500㎖  4,000원  포에스리커
",https://www.wine21.com/img/WINE_MST/TITLE/0501000/W0501026.jpg?704057,포에스리커,Huber Weisses Original,후버 바이세스 오리지널,Hofbrauhaus Freising,호프브로이하우스 프라이징,Hefeweizen,헤페바이젠
-,5.4도,독일,"깊은 호박색을 띠며 달콤한 빵 및 효모 향 그리고 강한 카라멜 향을 느낄 수 있다. 입안에서는 역시 강하지 않은 달콤한 카라멜과 과일 약간의 토스트 맛을 느낄 수 있는 맥주이다.  
병 500㎖  4,980원  포에스리커
",https://www.wine21.com/img/WINE_MST/TITLE/0501000/W0501028.jpg?876918,포에스리커,Huber Weisses Dunkel,후버 바이세스 둔켈,Hofbrauhaus Freising,호프브로이하우스 프라이징,Dunkel,둔켈
-,5.4도,독일,"달콤한 바나나향, 다채로운 과일향의 달콤한 풍미를 가지고 있으며 부드러운 바이젠 효모의 에스테르가 장점이다. 산뜻하고 부드러운 라이트 바디감의 깔끔한 피니쉬를 보여주는 맥주이다.  
캔 500㎖  3,680원  포에스리커
",https://www.wine21.com/img/WINE_MST/TITLE/0501000/W0501029.jpg?144383,포에스리커,Licher Weizen,리허 바이젠,Licher Privat Brauerei,리허 프리바트 브루어리,Weizen,바이젠
-,4.8도,독일,"200년 역사의 독일 작센주 공식 브루어리 맥주에서 양조한 맥주로 필스너의 청량한 맛을 자랑하며 실버 캔이 맥주의 시원함을 상징한다.  
캔 500㎖  3,500원  비어벨트 코리아(뱅드뱅)
",https://www.wine21.com/img/WINE_MST/TITLE/0501000/W0501031.jpg?299601,비어벨트 코리아(뱅드뱅),Ballbeer Premium Lager,볼비어 프리미엄 라거,Privatbrauerei Eibau,프라이빗 브루어리 아이바우어,Lager,라거
-,5.2도,독일,"부드럽고 풍부한 독일 밀맥주로 크리미한 과일향과 밀맥주의 달콤함을 느낄 수 있다. 밀맥주의 풍성함을 나타내는 골드 캔을 사용하였다.  
캔 500㎖  3,500원  비어벨트 코리아(뱅드뱅)
",https://www.wine21.com/img/WINE_MST/TITLE/0501000/W0501032.jpg?413106,비어벨트 코리아(뱅드뱅),Ballbeer Hefeweizen,볼비어 헤페바이젠,Privatbrauerei Eibau,프라이빗 브루어리 아이바우어,Hefeweizen,헤페바이젠
-,5.2도,리투아니아,"북유럽 3대 맥주로 뉴욕타임즈 선정 꼭 가봐야할 맥주의 나라 리투아니아 산이다. 볼파스엔젤맨의 대표 프리미엄 맥주로 펄홉, 매그넘홉의 아로마가 인상적이고 풍부한 맛을 보여주는 맥주이다.  
캔 568㎖  4,000 ~ 4,500원  비어벨트 코리아(뱅드뱅)
",https://www.wine21.com/img/WINE_MST/TITLE/0501000/W0501037.jpg?514323,비어벨트 코리아(뱅드뱅),Volfas Engelman Premium Lager,볼파스 엔젤맨 프리미엄 라거,Volfasengelman,볼파스엔젤맨,Lager,라거
-,5.2도,에스토니아,"헬레스(Helles) 스타일 맥주로 투명도가 뛰어나고 홉의 섬세함이 풍부한 맥주이다. 스크류 캡의 편리함과 아름다운 원주율과 완벽한 그립감을 제공 한다.  
병 250㎖  4,000 ~ 5,000원  비어벨트 코리아(뱅드뱅)
",https://www.wine21.com/img/WINE_MST/TITLE/0501000/W0501039.jpg?580131,비어벨트 코리아(뱅드뱅),Volfas Engelman mili,볼파스 엔젤맨 밀리,LE COQ,르 코크,Lager,라거
-,5도,리투아니아,"북유럽 3대 맥주로 뉴욕타임즈 선정 꼭 가봐야할 맥주의 나라 리투아니아 산이다. 밀맥주의 아로마와 탄탄한 맛을 보여주며 풍부한 크림을 상징하는 화이트 캔을 사용하였다.  
캔 568㎖  -  비어벨트 코리아(뱅드뱅)
",https://www.wine21.com/img/WINE_MST/TITLE/0501000/W0501038.jpg?552221,비어벨트 코리아(뱅드뱅),Volfas Engelman Hefeweizen,볼파스 엔젤맨 헤페바이젠,Volfasengelman,볼파스엔젤맨,Hefeweizen,헤페바이젠
-,7.7도,덴마크,"발리 몰트와 둔켈 몰트 그리고 짙은 검은색의 로스팅 몰트가 함께 어우러진 깊고 강렬한 맛을 느낄 수 있는 맥주이다.  
캔 500㎖  3,000 ~ 4,000원  비어벨트 코리아(뱅드뱅)
",https://www.wine21.com/img/WINE_MST/TITLE/0501000/W0501040.jpg?609719,비어벨트 코리아(뱅드뱅),Faxe Stout,팍세 스타우트,Royal Unibrew,로얄유니브루,Stout,스타우트
40,5도,대한민국,"진한 노란색을 띠며 묵직한 오렌지 향과 홉향을 느낄 수 있다. 입안에서는 깔끔한 쓴 맛과 드라이한 피니쉬를 느낄 수 있다.  
병 330㎖  7,000원  브루어리304
",https://www.wine21.com/img/WINE_MST/TITLE/0501000/W0501042.jpg?663969,브루어리304,Pluto Pale Ale,플루토 페일 에일,Brewery304,브루어리304,American Pale Ale,아메리칸 페일 에일
30,4.7도,대한민국,"밝은 금색을 띠며 화사한 열대과일 및 시트러스 향을 느낄 수 있는 맥주이다. 입안에서는 가벼운 바디감과  청량감 있는 피니쉬가 특징이다.  
병 330㎖  6,500원  브루어리304
",https://www.wine21.com/img/WINE_MST/TITLE/0501000/W0501041.jpg?636620,브루어리304,Pluto Blonde Ale,플루토 블론드 에일,Brewery304,브루어리304,American Blonde Ale,아메리칸 블론드 에일
20,4.2도,대한민국,"밀몰트와 보리몰트를 혼합, 발효시켜 부드러운 밀향에 오렌지향을 가미시킨 밀맥주로 부드러운 바닐라 풍미에 과하지 않은 상큼한 오렌지향이 특징이다.  
병 330㎖  4,000 ~ 5,000원  세븐브로이맥주 주식회사
",https://www.wine21.com/img/WINE_MST/TITLE/0501000/W0501045.jpg?724833,세븐브로이맥주 주식회사,Dalseo Orange Ale,달서 오렌지 에일,Sevenbrau,세븐브로이맥주,Ale,에일
40,5.5도,대한민국,"페일 에일 중 비교적 많은 홉을 사용하여 홉의 특징이 두드러진 스타일을 가리키며, 더 풍부하고 강한 향, 높은 도수, 쌉싸래한 맛이 특징이다.  
캔 355㎖  4,500 ~ 5,500원  세븐브로이맥주 주식회사
",https://www.wine21.com/img/WINE_MST/TITLE/0501000/W0501047.jpg?750947,세븐브로이맥주 주식회사,Sevenbrau India Pale Ale,세븐브로이 인디아 페일 에일 ,Sevenbrau,세븐브로이맥주,India Pale Ale(IPA),인디아 페일 에일
25,4.6도,대한민국,"IBU 25로 가볍게 즐길 수 있는 마일드 에일이며 몰트의 고소함과 오렌지, 망고 등에서 느껴지는 시트러스 향이 특징이다.  
병 330㎖  4,000 ~ 5,000원  세븐브로이맥주 주식회사
",https://www.wine21.com/img/WINE_MST/TITLE/0501000/W0501044.jpg?698400,세븐브로이맥주 주식회사,Gangseo Mild Ale,강서 마일드 에일 ,Sevenbrau,세븐브로이맥주,Ale,에일
-,6.5도,영국,"홉과 5개 지역의 맥아를 섞어 제조한 쌉쌀한 뒷맛과 아로마 향이 강한 맥주이다. 다크 초콜릿의 부드러움을 느낄 수 있는 스타우트 스타일이다.  
병 500㎖  8,000 ~ 9,000원  피코무역
",https://www.wine21.com/img/WINE_MST/TITLE/0501000/W0501050.jpg?150821,피코무역,St Peters Cream stout,세인트피터스 크림 스타우트,St Peters Brewery,세인트피터스 브루어리,Stout,스타우트
15,4.5도,대한민국,"에일맥주지만 라거처럼 깔끔한 맛으로 가볍게 즐길 수 있고, 플로럴과 시트러스 향이 특징이다.  
병 330㎖  4,000 ~ 5,000원  세븐브로이맥주 주식회사
",https://www.wine21.com/img/WINE_MST/TITLE/0501000/W0501046.jpg?807140,세븐브로이맥주 주식회사,Jeolla Ale,전라 에일 ,Sevenbrau,세븐브로이맥주,Ale,에일
-,4.3도,영국,"맥아의 향과 호밀 맥아의 특유의 스파이시한 향이 조화를 이루고 있는 맥주이다. 황갈색 레드 에일 맥주의 부드러운 맥아의 맛을 느낄 수 있다.  
병 500㎖  8,000 ~ 9,000원  피코무역
",https://www.wine21.com/img/WINE_MST/TITLE/0501000/W0501051.jpg?185069,피코무역,St Peters Ruby Red Ale,세인트피터스 루비 레드 에일,St Peters Brewery,세인트피터스 브루어리,Red Ale,레드 에일
-,3.6도,영국,"신선한 호프의 맛과 깨끗한 쓴맛이 특징인 잘 균형잡힌 에일 맥주이다. 잉글랜드 럭비 공식 맥주로서 부드러운 아이피에이의 맛이 특징이다.  
캔 500㎖  4,000 ~ 5,000원  피코무역
",https://www.wine21.com/img/WINE_MST/TITLE/0501000/W0501052.jpg?277092,피코무역,Greene King IPA,그린 킹 아이피에이,Greene King Brewery,그린킹 브루어리,India Pale Ale(IPA),인디아 페일 에일
-,5도,영국,"맥아와 홉의 균형으로 과일 향을 머금은 에일의 특징을 가지고 있다. 캔 안에 질소 가스를 함유하여 부드러운 에일의 맛을 느낄수 있다.  
캔 440㎖  4,000 ~ 5,000원  피코무역
",https://www.wine21.com/img/WINE_MST/TITLE/0501000/W0501053.jpg?388843,피코무역,Old Speckled Hen,올드 스펙클드 헨,Morland Brewery,몰랜드 브루어리,Ale,에일
-,7.4도,영국,"클래식한 영국식 IPA 스타일 맥주이다. 영국에서 인도로 장시간 운반하기 위해 많은 홉을 넣어 방부 처리했던 전통의 맛을 잘 살려 홉의 향을 진하게 느낄 수 있으며 입안에서 강한 풍미를 선사하는 영국식 맥주이다.  
병 330㎖  9,000 ~ 6,500원  비티알커머스
",https://www.wine21.com/img/WINE_MST/TITLE/0501000/W0501054.jpg?246198,비티알커머스,"Meantime, India Pale Ale","민타임, 인디아 페일 에일",Meantime,민타임,India Pale Ale(IPA),인디아 페일 에일
-,11도,벨기에,"벨지안 쿼드루펠 맥주로 몰트, 캐러멜, 홉의 절묘한 혼합으로 벌꿀과 꽃향기가 느낄 수 있다. 입안에서 깊고 풍부한 맛을 느낄 수 있는데 트리펠 맥주보다 좀 더 강력한 풍미를 보여주는 맥주이다.  
병 330㎖  8,000 ~ 9,000원  비티알커머스
",https://www.wine21.com/img/WINE_MST/TITLE/0501000/W0501057.jpg?515682,비티알커머스,Straffe Hendrik Quadrupel,스트라프 헨드릭 쿼드루펠,De Halve Maan,드 할브 만,Quadrupel,쿼드루펠
-,8.2도,독일,"미국식 IPA와 독일식 밀맥주를 혼합한 형태의 맥주이다.  홉향이 강렬하면서도 부드러움도 동시에 느낄 수 있는 최고 인기 밀맥주이다. 미국 브루클린 브루어리와 공동으로 개발한 홉의 풍미가 강한 미국식 IPA와 독일식 바이젠과 합쳐지면서 매우 독특한 맛을 낸다. 전 세계 맥주 팬을 사로잡고 있는 맥주이다.  
병 500㎖  8,000 ~ 9,000원  비티알커머스
",https://www.wine21.com/img/WINE_MST/TITLE/0501000/W0501058.jpg?482973,비티알커머스,Schneider TAP5 Hopfenweisse,슈나이더 탭5 호펜바이세,Schneider Weisse,슈나이더 바이스,India Pale Ale + Hefeweizen,인디아 페일 에일 + 헤페바이젠
-,6.5도,영국,"진한 초콜릿 맛의 발틱 포터로 깊고 어두운 색을 내기 위해 4가지 다른 로스팅 몰트를 넣고 천연 모카향을 사용하였다. 숙성 과정에 진짜 초콜릿을 첨가한 달콤한 포터(흑맥주)이다.  
병 330㎖  9,000 ~ 6,500원  비티알커머스
",https://www.wine21.com/img/WINE_MST/TITLE/0501000/W0501055.jpg?665194,비티알커머스,"Meantime, Chocolate Porter","민타임, 초콜릿 포터",Meantime,민타임,Porter,포터
-,9도,벨기에,"벨지안 트리펠 맥주로 몰트, 캐러멜, 홉의 절묘한 블렌딩으로 벌꿀과 꽃향기가 느낄 수 있다.  입안에서 깊고 풍부한 맛을 느낄 수 있는 맥주이다.  
병 330㎖  7,000 ~ 8,000원  비티알커머스
",https://www.wine21.com/img/WINE_MST/TITLE/0501000/W0501056.jpg?569508,비티알커머스,Straffe Hendrik Tripel,스트라프 헨드릭 트리펠,De Halve Maan,드 할브 만,Tripel,트리펠
-,5.4도,독일,"1872년부터 생산된 독일 밀맥주의 원조로 독일 밀맥주의 원조인 탭7 오리지날은 풍성한 바나나향과 부드러운 거품이 멋진 맥주이다. 1872년 만들었던 오리지널 레시피를 그대로 따르고 있어 역사와 전통을 느낄 수 있다.  
병 500㎖  5,000 ~ 6,000원  비티알커머스
",https://www.wine21.com/img/WINE_MST/TITLE/0501000/W0501060.jpg?010349,비티알커머스,Schneider TAP7 Original,슈나이더 탭7 오리지날,Schneider Weisse,슈나이더 바이스,Hefeweizen,헤페바이젠
-,8.2도,독일,"건포도, 자두, 로스티 아로마의 풀바디 밀맥주 이다. 1907년부터 이어 온 세계에서 가장 오래된 바이젠 도펠 복으로 잘 익은 바나나, 건포도, 자두향이 감초향, 구운향과 어우러지는 풀바디에 부드러운 피니시가 일품이다.  
병 500㎖  6,000 ~ 7,000원  비티알커머스
",https://www.wine21.com/img/WINE_MST/TITLE/0501000/W0501059.jpg?982403,비티알커머스,Schneider TAP6 Aventinus,슈나이더 탭6 아벤티누스,Schneider Weisse,슈나이더 바이스,HefeWeizen + Doppel bock,헤페바이젠 + 도펠 복
-,5.2도,독일,"행복한 순간을 위한 프레시(Fresh)한 밀맥주이다. 밝은 꿀색의 풀바디, 풍성한 거품, 전형적인 슈나이더 바이세 아로마를 지녔다. 프레시한 레몬, 바닐라, 클로브 아로마가 조화를 이루는 가벼운 밀 맥주이다.  
병 500㎖  7,500 ~ 8,500원  비티알커머스
",https://www.wine21.com/img/WINE_MST/TITLE/0501000/W0501061.jpg?040292,비티알커머스,Schneider TAP1 Helle Weisse,슈나이더 탭1 헬레바이세,Schneider Weisse,슈나이더 바이스,Hefeweizen,헤페바이젠
-,5.3도,독일,"탄산감이 좋은 스파클링 밀맥주이다. 효모를 필터링 하여 맑고 식전주로 마시기 좋은 밀맥주이다. 탄산감이 좋은 이 우아한 스파클링 밀맥주는 엘더베리 시럽을 넣어서 마시면 스파클링 와인의 훌륭한 대체제가 될 수 있다.  
병 500㎖  7,500 ~ 8,500원  비티알커머스
",https://www.wine21.com/img/WINE_MST/TITLE/0501000/W0501062.jpg?076811,비티알커머스,Schneider TAP2 Kristall,슈나이더 탭2 크리스탈,Schneider Weisse,슈나이더 바이스,Kristall Weizen,크리스탈 바이젠
-,6.2도,독일,"향긋한 시트러스 아로마가 페스티벌 밀맥주로 1916년부터 1944년까지 뮌헨의 옥토버페스트용으로만 출시되던 맥주 레시피를 복원한 것이다.  케스케이드 홉의 프레시하고 시트러시한 특성과 슈나이더 효모의 과일 아로마가 조화를 이루는 전통적 맥주이다.  
병 500㎖  -  비티알커머스
",https://www.wine21.com/img/WINE_MST/TITLE/0501000/W0501063.jpg?158971,비티알커머스,Schneider TAP4 Festweisse,슈나이더 탭4 페스트바이세,Schneider Weisse,슈나이더 바이스,Hefeweizen,헤페바이젠
-,6.7도,미국,"강렬하고 스파이시한 IPA 스타일 맥주이다. 처음에는 미국산 홉의 아로마 펀치, 그 뒤에는 독일산 몰트가 제공하는 풀바디의 피니시가 오랫동안 이어지는 강렬하고 스파이시한 IPA이다.  
병 355㎖  5,000 ~ 6,000원  비티알커머스
",https://www.wine21.com/img/WINE_MST/TITLE/0501000/W0501065.jpg?355135,비티알커머스,Victory HopDevil IPA,빅토리 홉데블 아이피에이,Victory Brewing Company,빅토리 브루잉 컴퍼니,India Pale Ale(IPA),인디아 페일 에일
-,5.3도,미국,"미국 크래프트 맥주 대표 필스너이다. 우아하고 풍성한 거품 아래에 상큼한 홉향이 살아 있고 독일산 몰트향은 드라이한 피니시와 함께 오랫동안 여운을 주는 최상급의 필스너 맥주이다.  
병 355㎖  5,000 ~ 6,000원  비티알커머스
",https://www.wine21.com/img/WINE_MST/TITLE/0501000/W0501066.jpg?383260,비티알커머스,Victory Prima Pils,빅토리 프리마 필스,Victory Brewing Company,빅토리 브루잉 컴퍼니,Pilsner,필스너
-,9.5도,미국,"경쾌하고 이국적인 맛의 빅토리 인기 맥주이다. 전통적인 벨기에 스타일 트리펠로 경쾌하면서도 심오한 맛, 이국적인 스파이스가 특징이다. 미국 남부지방에서는 빅토리 맥주 중 가장 판매가 좋은 인기 맥주이다.  
병 355㎖  6,000 ~ 7,000원  비티알커머스
",https://www.wine21.com/img/WINE_MST/TITLE/0501000/W0501069.jpg?444490,비티알커머스,Victory Golden Monkey,빅토리 골든 몽키,Victory Brewing Company,빅토리 브루잉 컴퍼니,Tripel,트리펠
